id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,norm_cpu
3231,168000.0,2025 06 29T09:22:59.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL ULTRA 5 135U,16GB,256GB,,15.6,,1920x1080 FHD,DDR5,ultra 5 135u
3232,168000.0,2025 04 17T10:09:44.000Z,EZZOUAR,JAMAIS UTILIS,ELITEBOOK,,INTEL ULTRA 5 125U,16GB,512GB,,16.0,,FHD+ WUXGA,DDR5,ultra 5 125u
3233,168000.0,2024 09 05T13:14:11.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE ULTRA 7 165U,32GB,512GB,,14.0,,1920x1080,DDR5,ultra 7 165u
3234,168000.0,2025 04 15T14:02:07.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE ULTRA 7 165U,32GB,1TB,,15.6,,1920x1080,DDR5,ultra 7 165u
3235,168000.0,2025 07 08T19:08:13.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE ULTRA 7 155U,32GB,512GB,,13.3,,1920x1080,DDR5X,ultra 7 155u
3236,168000.0,2025 05 31T11:18:36.000Z,EZZOUAR,,,,INTEL CORE ULTRA 7 155H,32GB,2TB,,16.0,360Hz,2K,,ultra 7 155h
3237,168000.0,2024 08 10T16:20:16.000Z,ALGER CENTRE,,GALAXY,,INTEL CORE ULTRA 7 155H,16GB,512GB,,14.0,,,DDR6,ultra 7 155h
3238,168000.0,2025 08 10T16:16:43.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE ULTRA 5 135U,16GB,512GB,,15.6,,1920x1080,,ultra 5 135u
3239,168000.0,2025 08 02T12:49:14.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,INTEL CORE ULTRA 5 135U,16GB,256GB,,16.0,,,,ultra 5 135u
3240,168000.0,2025 05 06T14:49:04.000Z,AIN NAADJA,JAMAIS UTILIS,PROBOOK,,INTEL CORE ULTRA 5 125U,16GB,512GB,,16.0,,1920x1200,DDR5,ultra 5 125u
3241,168000.0,2025 08 09T08:09:12.000Z,EZZOUAR,JAMAIS UTILIS,PROBOOK,,INTEL CORE ULTRA 5 125U,16GB,512GB,,16.0,,1920x1200,DDR4,ultra 5 125u
3242,168000.0,2025 07 30T15:31:44.000Z,EZZOUAR,JAMAIS UTILIS,PROBOOK,,INTEL CORE ULTRA 5 125U,16GB,512GB,,16.0,,1920x1200,,ultra 5 125u
3243,168000.0,2025 08 03T11:50:56.000Z,HAMMAMET,JAMAIS UTILIS,THINKPAD,,INTEL CORE ULTRA 5 125U,8GB,512GB,,16.0,,,,ultra 5 125u
3244,168000.0,2025 07 25T11:08:05.000Z,KOUBA,,PRECISION,NVIDIA QUADRO T2000,INTEL CORE I9 10885H,,,,,,,,i9 10885h
3245,168000.0,2024 12 29T19:25:38.000Z,ORAN,BON TAT,MACBOOK,,INTEL CORE I9,16GB,1TB,,16.0,,,,i9
3246,168000.0,2025 06 11T18:31:19.000Z,ALGER CENTRE,JAMAIS UTILIS,INSPIRON,NVIDIA GEFORCE MX570,INTEL CORE I7 150U,32GB,1TB,,16.0,,,DDR5,i7 150u
3247,168000.0,2025 08 10T01:45:42.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE I7 1365U,32GB,512GB,,13.0,,,,i7 1365u
3248,168000.0,2024 09 03T11:54:57.000Z,ALGER CENTRE,JAMAIS UTILIS,,,INTEL CORE I7 1360P,16GB,1TB,,15.6,,1920x1080,DDR5,i7 1360p
3249,168000.0,2025 07 31T11:01:07.000Z,EZZOUAR,BON TAT,GALAXY,,INTEL CORE I7 1360P,16GB,512GB,,16.0,,,,i7 1360p
3250,168000.0,2024 10 08T12:32:34.000Z,ALGER CENTRE,,ZENBOOK,,INTEL CORE I7 1355U,16GB,,,,,,,i7 1355u
3251,168000.0,2025 03 26T14:42:47.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,NVIDIA GEFORCE RTX 3050,INTEL CORE I7 12700H,16GB,512GB,,15.6,,1920x1080,DDR5,i7 12700h
3252,168000.0,2025 07 29T11:17:18.000Z,EZZOUAR,,OMEN,NVIDIA GEFORCE RTX 3050 TI,INTEL CORE I7 12700H,16GB,512GB,,16.0,144Hz,FHD,DDR5,i7 12700h
3253,168000.0,2025 08 11T09:25:39.000Z,EZZOUAR,,SURFACE,,INTEL CORE I7 1265U,16GB,512GB,,13.3,,,,i7 1265u
3254,168000.0,2025 08 04T08:58:25.000Z,KOUBA,BON TAT,PRECISION,NVIDIA RTX A2000,INTEL CORE I7 11850H,16GB,512GB,,15.0,,,,i7 11850h
3255,168000.0,2024 09 24T15:13:47.000Z,ALGER CENTRE,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 3050,INTEL CORE I7 11800H,32GB,1TB,,15.6,,,,i7 11800h
3256,168000.0,2025 08 11T09:21:23.000Z,EZZOUAR,,OMEN,NVIDIA GEFORCE RTX 3050,INTEL CORE I7 11800H,16GB,512GB,,,,,,i7 11800h
3257,168000.0,2025 03 03T09:03:27.000Z,EZZOUAR,BON TAT,OMEN,NVIDIA GEFORCE RTX 3050 TI,INTEL CORE I7 11800H,16GB,512GB,,16.1,,,DDR4,i7 11800h
3258,168000.0,2025 03 24T08:32:10.000Z,EZZOUAR,BON TAT,ROG,NVIDIA GEFORCE RTX 2060,INTEL CORE I7 10870H,16GB,,,,,,,i7 10870h
3259,168000.0,2024 08 30T18:21:18.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 2070 SUPER,INTEL CORE I7 10750H,16GB,512GB,,15.6,240Hz,1920x1080,,i7 10750h
3260,168000.0,2025 08 06T13:47:56.000Z,AIN NAADJA,,BLADE,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 10750H,16GB,512GB,,15.6,144Hz,,,i7 10750h
3261,168000.0,2025 06 23T12:03:57.000Z,ORAN,,MACBOOK,,INTEL CORE I7,16GB,500GB,,16.0,,,,i7
3262,168000.0,2025 07 14T14:05:54.000Z,SAOULA,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7,16GB,512GB,,14.0,,,,i7
3263,168000.0,2024 12 18T13:24:08.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1345U,16GB,512GB,,13.0,,,,i5 1345u
3264,168000.0,2025 08 06T15:00:55.000Z,SAID HAMDINE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I5 1335U,8GB,256GB,,16.0,,1920x1200,,i5 1335u
3265,168000.0,2024 09 21T09:04:50.000Z,EZZOUAR,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 3050,INTEL CORE I5 12500H,16GB,512GB,,15.6,144Hz,1920x1080,DDR4,i5 12500h
3266,168000.0,2025 08 03T13:48:41.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,NVIDIA GEFORCE RTX 2050,INTEL CORE I5 12450HX,16GB,512GB,,,,,,i5 12450hx
3267,168000.0,2025 05 15T14:34:06.000Z,ALGER CENTRE,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 3050,INTEL CORE I5 12450H,,,,,,,,i5 12450h
3268,168000.0,2025 07 25T11:06:50.000Z,KOUBA,JAMAIS UTILIS,SURFACE,,INTEL CORE I5 1235U,16GB,512GB,,13.5,,2256x1504,LPDDR5X,i5 1235u
3269,168000.0,2022 11 14T14:48:06.000Z,ALGER CENTRE,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 2060,INTEL CORE I5 10300H,16GB,512GB,,15.6,120Hz,1920x1080,,i5 10300h
3270,168000.0,2025 07 19T17:59:22.000Z,OUED SMAR,,MACBOOK,APPLE 10-CORE GPU,APPLE M2,8GB,256GB,,13.3,,2560x1600,,apple m2
3271,168000.0,2024 08 25T08:50:01.000Z,EZZOUAR,,MACBOOK,,APPLE M2,8GB,512GB,,13.6,,,,apple m2
3272,168000.0,2025 03 18T21:30:50.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,APPLE M2,8GB,512GB,,13.6,,,DDR5,apple m2
3273,168000.0,2025 07 25T13:03:33.000Z,EZZOUAR,,MACBOOK,,APPLE M2,8GB,256GB,,13.6,,,,apple m2
3274,168000.0,2025 03 18T13:26:13.000Z,BOUFARIK,,MACBOOK,,APPLE M2,8GB,256GB,,13.0,,,,apple m2
3275,168000.0,2025 06 21T14:06:09.000Z,ALGER CENTRE,,MACBOOK,,APPLE M2,8GB,512GB,,,,,,apple m2
3276,168000.0,2025 01 23T10:35:34.000Z,EZZOUAR,,VIVOBOOK,NVIDIA GEFORCE RTX 3050,AMD RYZEN 9 5900HX,16GB,512GB,,15.6,,,,amd ryzen 9 5900hx
3277,168000.0,2025 05 12T10:22:59.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 7 PRO 6850U,32GB,512GB,,14.0,,WUXGA,LPDDR5,amd ryzen 7 pro 6850u
3278,168000.0,2024 07 14T16:12:35.000Z,ALGER CENTRE,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 3050 TI,AMD RYZEN 7 5800H,16GB,512GB,,15.6,144Hz,1920x1080 FHD,DDR4X,amd ryzen 7 5800h
3279,168000.0,2024 10 22T18:19:19.000Z,ALGER CENTRE,JAMAIS UTILIS,ENVY,,AMD RYZEN 5 8640HX,8GB,512GB,,16.0,,1920x1080,DDR5X,amd ryzen 5 8640hx
3280,168000.0,2024 12 07T18:52:19.000Z,ALGER CENTRE,JAMAIS UTILIS,ENVY,,AMD RYZEN 5 8640HS,16GB,512GB,,14.0,,,,amd ryzen 5 8640hs
3281,168000.0,2024 09 25T10:16:00.000Z,HUSSEIN DEY,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 2050,AMD RYZEN 5 7535HS,16GB,512GB,,15.0,,,DDR5,amd ryzen 5 7535hs
3282,168000.0,2024 12 29T15:02:28.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7530U,16GB,512GB,,14.0,,1920x1080,DDR4X,amd ryzen 5 7530u
3283,168000.0,2025 08 03T07:51:41.000Z,BATNA,JAMAIS UTILIS,THINKPAD,NVIDIA GEFORCE RTX 3050,AMD RYZEN 5 7235HS,12GB,512GB,,,,,,amd ryzen 5 7235hs
3284,168000.0,2025 02 10T12:53:17.000Z,EZZOUAR,BON TAT,IDEAPAD,NVIDIA GEFORCE RTX 3050,AMD RYZEN 5 6600U,16GB,512GB,,15.6,,,,amd ryzen 5 6600u
3285,168000.0,2024 12 18T12:14:06.000Z,EZZOUAR,BON TAT,THINKPAD,NVIDIA RTX A500,13TH GEN INTEL CORE I7 1370P,32GB,1TB,,14.0,,,,13th gen i7 1370p
3286,168000.0,2025 07 25T11:06:49.000Z,KOUBA,BON TAT,ELITEBOOK,,13TH GEN INTEL CORE I7 1370P,32GB,512GB,,14.0,,1920x1080,DDR5,13th gen i7 1370p
3287,168000.0,2024 08 01T13:21:58.000Z,EZZOUAR,,XPS,,13TH GEN INTEL CORE I7 1360P,16GB,512GB,,13.0,,,,13th gen i7 1360p
3288,168000.0,2025 07 28T15:16:56.000Z,EZZOUAR,MOYEN,GALAXY,,13TH GEN INTEL CORE I7 1360P,16GB,512GB,,15.6,,1920x1080 FHD,DDR4,13th gen i7 1360p
3289,168000.0,2025 01 11T09:25:45.000Z,EL HARRACH,,PAVILION,,13TH GEN INTEL CORE I7 1355U,32GB,1TB,,13.0,,,,13th gen i7 1355u
3290,168000.0,2024 08 19T12:50:23.000Z,EZZOUAR,JAMAIS UTILIS,ELITEBOOK,,13TH GEN INTEL CORE I5 1355U,16GB,512GB,,14.0,,,,13th gen i5 1355u
3291,168000.0,2025 08 11T10:51:56.000Z,AIN NAADJA,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 3050,13TH GEN INTEL CORE I5 13420H,16GB,512GB,,15.6,144Hz,1920x1080 FHD,DDR4,13th gen i5 13420h
3292,168000.0,2024 09 03T12:43:05.000Z,,,VICTUS,NVIDIA GEFORCE RTX 3050,13TH GEN INTEL CORE I5 13420H,8GB,512GB,,15.6,144Hz,,DDR4,13th gen i5 13420h
3293,168000.0,2025 07 26T10:59:01.000Z,KOUBA,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I5 13420H,8GB,512GB,,16.0,,1920x1200,,13th gen i5 13420h
3294,168000.0,2025 07 29T12:18:49.000Z,HUSSEIN DEY,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I5 13420H,,,,,,,,13th gen i5 13420h
3295,168000.0,2025 06 11T08:57:27.000Z,AIN BENIAN,JAMAIS UTILIS,ENVY,,13TH GEN INTEL CORE I5 1335U,8GB,512GB,,15.6,,1920x1080,,13th gen i5 1335u
3296,168000.0,2025 08 03T11:50:54.000Z,HAMMAMET,JAMAIS UTILIS,ENVY,,13TH GEN INTEL CORE I5 1335U,8GB,512GB,,15.6,,1920x1080 FHD,DDR4,13th gen i5 1335u
3297,168000.0,2024 12 24T13:46:37.000Z,EZZOUAR,JAMAIS UTILIS,ELITEBOOK,,13TH GEN INTEL CORE I5 1335U,16GB,512GB,,14.0,,,,13th gen i5 1335u
3298,168000.0,2024 09 10T11:31:20.000Z,EZZOUAR,JAMAIS UTILIS,PROBOOK,,13TH GEN INTEL CORE I5 1335U,16GB,512GB,,15.0,,,,13th gen i5 1335u
3299,168000.0,2024 09 09T16:06:40.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I5 1335U,16GB,256GB,,14.0,,3K,DDR5,13th gen i5 1335u
3300,168000.0,2025 08 02T01:45:27.000Z,EZZOUAR,BON TAT,LEGION,NVIDIA GEFORCE RTX 3050 TI,12TH GEN INTEL CORE I7 12700H,32GB,1TB,,15.0,,,,12th gen i7 12700h
3301,168000.0,2022 11 02T09:18:24.000Z,EZZOUAR,JAMAIS UTILIS,PAVILION,,12TH GEN INTEL CORE I7 1255U,8GB,512GB,,15.6,,,,12th gen i7 1255u
3302,168000.0,2025 05 23T19:19:02.000Z,HUSSEIN DEY,,TUF,NVIDIA GEFORCE RTX 3050,12TH GEN INTEL CORE I5 12500H,16GB,512GB,,15.6,144Hz,,,12th gen i5 12500h
3303,168000.0,2024 09 23T12:31:44.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,12TH GEN INTEL CORE I5 1245U,16GB,512GB,,13.0,,,,12th gen i5 1245u
3304,168000.0,2025 02 16T20:48:00.000Z,ALGER CENTRE,JAMAIS UTILIS,PRECISION,NVIDIA RTX A2000,11TH GEN INTEL CORE I7 11850H,32GB,512GB,,15.6,,1920x1080,DDR4X,11th gen i7 11850h
3305,168000.0,2022 12 04T19:06:53.000Z,ALGER CENTRE,JAMAIS UTILIS,GALAXY,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,14.0,,1920x1080,DDR4X,11th gen i7 1165g7
3306,168000.0,2025 02 26T13:17:01.000Z,EZZOUAR,BON TAT,OMEN,NVIDIA GEFORCE RTX 3060,11TH GEN INTEL CORE I5 11400H,16GB,512GB,,16.1,,1920x1080 FHD,DDR4,11th gen i5 11400h
3307,168000.0,2025 08 07T07:08:06.000Z,OULED FAYET,,PRECISION,NVIDIA QUADRO T2000,10TH GEN INTEL CORE I9 10885H,,,,,,,,10th gen i9 10885h
3308,167900.0,2025 08 11T09:01:30.000Z,HYDRA,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I5 13420H,16GB,,,,,,,13th gen i5 13420h
3309,167900.0,2025 08 11T09:48:04.000Z,HYDRA,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I5 13420H,16GB,512GB,,14.0,,1920x1200,,13th gen i5 13420h
3310,167500.0,2025 06 10T08:52:18.000Z,AIN BENIAN,JAMAIS UTILIS,VIVOBOOK,,13TH GEN INTEL CORE I7 1355U,16GB,512GB,,14.0,,1920x1080 FHD,,13th gen i7 1355u
3311,167000.0,2025 07 30T10:59:29.000Z,EZZOUAR,,PAVILION,,QUALCOMM SNAPDRAGON X,16GB,1000GB,,14.0,,2K,DDR5,qualcomm snapdragon x
3312,167000.0,2025 08 03T14:48:25.000Z,BOUZAREAH,JAMAIS UTILIS,THINKBOOK,,INTEL CORE ULTRA 7 155H,16GB,512GB,,,,,DDR5,ultra 7 155h
3313,167000.0,2025 08 10T10:30:30.000Z,EZZOUAR,JAMAIS UTILIS,THINKBOOK,,INTEL CORE ULTRA 7 155H,16GB,512GB,,14.0,,WUXGA,,ultra 7 155h
3314,167000.0,2025 08 10T09:01:23.000Z,CHLEF,,INSPIRON,NVIDIA RTX A1000,INTEL CORE I5 13600HX,32GB,512GB,,16.0,,,DDR5,i5 13600hx
3315,167000.0,2025 07 16T12:30:47.000Z,EZZOUAR,,MACBOOK,,APPLE M2,8GB,512GB,,13.0,,2K,,apple m2
3316,167000.0,2024 10 26T09:50:35.000Z,EZZOUAR,,ZENBOOK,,13TH GEN INTEL CORE I7 1355U,16GB,1TB,,13.3,,,DDR5,13th gen i7 1355u
3317,166000.0,2025 07 31T09:35:43.000Z,KOUBA,JAMAIS UTILIS,VIVOBOOK,,INTEL CORE I7 150U,16GB,1TB,,17.3,,1920x1080,DDR4,i7 150u
3318,166000.0,2025 08 01T09:15:35.000Z,KOUBA,JAMAIS UTILIS,VIVOBOOK,,INTEL CORE I7 150U,16GB,1TB,,17.3,,1920x1080,DDR4,i7 150u
3319,166000.0,2025 07 25T19:45:53.000Z,HUSSEIN DEY,JAMAIS UTILIS,VIVOBOOK,,INTEL CORE I7 150U,16GB,1TB,,17.3,,1920x1080,DDR4,i7 150u
3320,166000.0,2025 08 07T17:13:49.000Z,KOUBA,JAMAIS UTILIS,PROBOOK,,INTEL CORE I5 1335U,16GB,512GB,,15.6,,1920x1080,DDR4,i5 1335u
3321,166000.0,2025 08 08T15:32:19.000Z,HUSSEIN DEY,JAMAIS UTILIS,PROBOOK,,INTEL CORE I5 1335U,16GB,512GB,,15.6,,1920x1080,DDR4,i5 1335u
3322,166000.0,2025 01 06T19:44:08.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7535U,16GB,256GB,,16.0,,,,amd ryzen 5 7535u
3323,166000.0,2025 08 11T11:31:20.000Z,EZZOUAR,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 3050,13TH GEN INTEL CORE I5 13420H,8GB,512GB,,,,,,13th gen i5 13420h
3324,166000.0,2025 07 28T10:49:14.000Z,KOUBA,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I5 13420H,16GB,512GB,,14.0,,1920x1200,,13th gen i5 13420h
3325,166000.0,2025 08 03T10:14:15.000Z,KOUBA,JAMAIS UTILIS,PROBOOK,,13TH GEN INTEL CORE I5 1335U,16GB,512GB,,15.6,,1920x1080,,13th gen i5 1335u
3326,166000.0,2025 08 09T18:00:43.000Z,BLIDA,JAMAIS UTILIS,AERO,NVIDIA GEFORCE RTX 3050,12TH GEN INTEL CORE I5 12500H,8GB,,,15.6,144Hz,1920x1080,DDR4,12th gen i5 12500h
3327,165999.0,2024 07 21T09:36:06.000Z,DELY BRAHIM,JAMAIS UTILIS,LATITUDE,,12TH GEN INTEL CORE I7 1265U,32GB,256GB,,14.0,,,,12th gen i7 1265u
3328,165500.0,2025 08 05T09:22:59.000Z,CHERAGA,JAMAIS UTILIS,VIVOBOOK,,INTEL CORE I7 150U,16GB,1TB,,17.3,60Hz,1920x1080,,i7 150u
3329,165000.0,2025 08 04T10:10:56.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,QUALCOMM SNAPDRAGON X,16GB,512GB,,14.0,,,DDR5,qualcomm snapdragon x
3330,165000.0,2024 09 23T07:52:36.000Z,EZZOUAR,,LATITUDE,,INTEL ULTRA 7 165U,16GB,512GB,,14.0,,,DDR5,ultra 7 165u
3331,165000.0,2025 05 21T11:26:47.000Z,BEJAIA,JAMAIS UTILIS,LATITUDE,,INTEL ULTRA 5 135U,16GB,256GB,,14.1,,2K,DDR5,ultra 5 135u
3332,165000.0,2025 08 11T09:20:27.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,INTEL ULTRA 5 135U,16GB,256GB,,14.0,,1920x1080,DDR5,ultra 5 135u
3333,165000.0,2025 08 10T13:37:06.000Z,HUSSEIN DEY,JAMAIS UTILIS,,,INTEL CORE ULTRA7 155H,,,,,,,,ultra7 155h
3334,165000.0,2025 07 26T14:30:22.000Z,KOUBA,,LATITUDE,,INTEL CORE ULTRA 7 165U,32GB,512GB,,14.0,,1920x120,,ultra 7 165u
3335,165000.0,2025 08 02T15:38:19.000Z,ALGER CENTRE,BON TAT,LATITUDE,,INTEL CORE ULTRA 7 165U,32GB,512GB,,14.0,,,DDR5,ultra 7 165u
3336,165000.0,2025 08 06T09:06:30.000Z,BEJAIA,,ELITEBOOK,,INTEL CORE ULTRA 7 165U,16GB,512GB,,16.0,,,,ultra 7 165u
3337,165000.0,2025 08 09T22:39:27.000Z,AIN NAADJA,,THINKBOOK,,INTEL CORE ULTRA 7 155H,16GB,512GB,,14.0,,1920x1200,DDR5,ultra 7 155h
3338,165000.0,2025 08 06T08:49:48.000Z,BACHDJERRAH,JAMAIS UTILIS,PROBOOK,,INTEL CORE ULTRA 5 155U,16GB,512GB,,16.0,,,DDR5,ultra 5 155u
3339,165000.0,2025 07 26T10:58:11.000Z,EZZOUAR,JAMAIS UTILIS,LATITUDE,,INTEL CORE ULTRA 5 135U,16GB,,,,,,,ultra 5 135u
3340,165000.0,2025 08 11T11:32:59.000Z,EZZOUAR,JAMAIS UTILIS,ENVY,,INTEL CORE ULTRA 5 125U,8GB,512GB,,14.0,,1920x1080,DDR4,ultra 5 125u
3341,165000.0,2025 02 23T10:06:07.000Z,AIN NAADJA,JAMAIS UTILIS,INSPIRON,,INTEL CORE ULTRA 5 125U,16GB,512GB,,16.0,60Hz,1920x1200,LPDDR5X,ultra 5 125u
3342,165000.0,2024 08 26T12:05:48.000Z,EZZOUAR,,GALAXY,,INTEL CORE ULTRA 5 125H,16GB,1500GB,,15.6,120Hz,2880x1800,,ultra 5 125h
3343,165000.0,2025 07 25T11:07:15.000Z,KOUBA,,ZENBOOK,,INTEL CORE ULTRA 5 125H,16GB,512GB,,14.0,,2880x1800,DDR5,ultra 5 125h
3344,165000.0,2025 08 07T09:28:48.000Z,ORAN,,ELITEBOOK,,INTEL CORE ULTRA 5,16GB,512GB,,14.0,,,,ultra 5
3345,165000.0,2025 01 22T11:16:14.000Z,EZZOUAR,BON TAT,MACBOOK,AMD RADEON 5500,INTEL CORE I9,16GB,1TB,,16.0,,,,i9
3346,165000.0,2025 07 29T11:15:19.000Z,BLIDA,,MACBOOK,AMD RADEON PRO 5300,INTEL CORE I9,16GB,1TB,,16.0,,,,i9
3347,165000.0,2024 08 16T18:59:52.000Z,BABA HASSEN,BON TAT,MACBOOK,AMD RADEON PRO 5300,INTEL CORE I9,32GB,512GB,,16.0,,,,i9
3348,165000.0,2025 07 17T17:17:14.000Z,BATNA,,MACBOOK,,INTEL CORE I9,16GB,1TB,,13.0,,,,i9
3349,165000.0,2024 11 02T16:18:51.000Z,EZZOUAR,BON TAT,MACBOOK,AMD RADEON PRO 5300,INTEL CORE I7 9750H,16GB,512GB,,16.0,,,,i7 9750h
3350,165000.0,2022 10 05T07:53:22.000Z,EZZOUAR,BON TAT,INSPIRON,NVIDIA GEFORCE GTX 1660 TI MAX-Q,INTEL CORE I7 9750H,16GB,512GB,,15.0,,,,i7 9750h
3351,165000.0,2021 05 11T20:09:45.000Z,HASSI MESSAOUD,,THINKPAD,NVIDIA QUADRO M1000,INTEL CORE I7 6820HQ,16GB,256GB,500GB,15.0,,,,i7 6820hq
3352,165000.0,2024 09 18T18:41:34.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE I7 1370P,32GB,1TB,,16.0,,1920x1080,DDR5,i7 1370p
3353,165000.0,2025 01 14T07:15:12.000Z,AIN NAADJA,JAMAIS UTILIS,,,INTEL CORE I7 13700H,16GB,,,,,,,i7 13700h
3354,165000.0,2025 07 25T11:08:17.000Z,KOUBA,,LATITUDE,,INTEL CORE I7 1365U VPRO,32GB,256GB,,14.0,,1920x1200,LPDDR5,i7 1365u vpro
3355,165000.0,2025 02 20T16:40:19.000Z,EZZOUAR,JAMAIS UTILIS,INSPIRON,,INTEL CORE I7 13620H,16GB,,,,,,,i7 13620h
3356,165000.0,2024 10 08T12:40:53.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7 1355U,32GB,1TB,,,,,,i7 1355u
3357,165000.0,2024 08 26T17:22:13.000Z,MOHAMMADIA,BON TAT,ZBOOK,,INTEL CORE I7 12800H,16GB,512GB,,15.6,,1920x1080,LPDDR4,i7 12800h
3358,165000.0,2025 07 23T07:22:44.000Z,EZZOUAR,BON TAT,THINKPAD,,INTEL CORE I7 1270P,,,,,,,,i7 1270p
3359,165000.0,2025 07 26T07:05:39.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I7 1270P,,,,,,,,i7 1270p
3360,165000.0,2025 07 30T09:25:51.000Z,MOHAMMADIA,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7 1255U,8GB,512GB,,15.6,,1920x1080 FHD,,i7 1255u
3361,165000.0,2022 11 14T14:48:07.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7 1185G7,32GB,512GB,,15.6,,,,i7 1185g7
3362,165000.0,2025 07 01T10:15:03.000Z,EZZOUAR,,TUF,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 11800H,16GB,512GB,,15.6,144Hz,,,i7 11800h
3363,165000.0,2025 04 17T08:01:50.000Z,DJELFA,MOYEN,TUF,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 11800H,16GB,,,,,,,i7 11800h
3364,165000.0,2024 12 12T09:48:04.000Z,EZZOUAR,,ZBOOK,NVIDIA RTX A2000,INTEL CORE I7 11800H,16GB,512GB,,15.6,,1920x1080,DDR4,i7 11800h
3365,165000.0,2024 08 14T15:51:15.000Z,SETIF,,TUF,,INTEL CORE I7 11800H,16GB,512GB,,15.6,,,,i7 11800h
3366,165000.0,2022 11 09T16:00:14.000Z,EZZOUAR,BON TAT,,NVIDIA GEFORCE GTX 1660 TI,INTEL CORE I7 10750H,16GB,512GB,,15.0,,,,i7 10750h
3367,165000.0,2024 09 22T12:49:49.000Z,KOUBA,,MACBOOK,,INTEL CORE I7,32GB,512GB,,13.3,,,,i7
3368,165000.0,2020 03 14T17:38:20.000Z,EZZOUAR,BON TAT,NITRO,NVIDIA GEFORCE GTX 1650,INTEL CORE I5 9300H,16GB,,,15.0,,,,i5 9300h
3369,165000.0,2025 07 15T11:08:04.000Z,EZZOUAR,JAMAIS UTILIS,THINKBOOK,,INTEL CORE I5 210H,16GB,256GB,,16.0,,1920x1200,DDR5,i5 210h
3370,165000.0,2025 08 09T16:09:10.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,INTEL CORE I5 1345U,16GB,256GB,,14.0,,,,i5 1345u
3371,165000.0,2024 08 28T09:49:30.000Z,EZZOUAR,,INSPIRON,NVIDIA GEFORCE RTX 3050,INTEL CORE I5 13450HX,16GB,512GB,,15.6,165Hz,1920x1080,DDR5,i5 13450hx
3372,165000.0,2025 03 09T13:39:26.000Z,DRARIA,JAMAIS UTILIS,ENVY,,INTEL CORE I5 1335U,8GB,512GB,,15.6,,,,i5 1335u
