id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,mapped_cpu_name,match_score,cores,cpu_mark,tdp,gpu_name,match_type
11478,65000.0,2024 08 14T15:32:56.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 7 PRO 3700U,16GB,512GB,,14.0,,,,AMD Ryzen 7 PRO 3700U,100.0,4,"7,187",15.0,AMD Radeon Graphics,exact
11479,65000.0,2025 06 21T19:38:15.000Z,DAR EL BEIDA,,PROBOOK,,AMD RYZEN 7 PRO 2700U,16GB,512GB,,14.0,,1920x1080,DDR4,AMD Ryzen 7 PRO 2700U,100.0,4,"7,007",15.0,AMD Radeon Graphics,exact
11480,65000.0,2025 07 25T11:07:46.000Z,KOUBA,BON TAT,IDEAPAD,,AMD RYZEN 7 3700U,8GB,512GB,,15.6,,1920x1080 FHD,DDR4,AMD Ryzen 7 3700U,100.0,4,"7,035",15.0,AMD Radeon Vega 10 Graphics,exact
11481,65000.0,2024 10 06T09:06:12.000Z,MOHAMMADIA,,IDEAPAD,,AMD RYZEN 7 3700U,8GB,512GB,,14.0,,,,AMD Ryzen 7 3700U,100.0,4,"7,035",15.0,AMD Radeon Vega 10 Graphics,exact
11482,65000.0,2025 05 09T20:37:13.000Z,EZZOUAR,,,,AMD RYZEN 7,8GB,256GB,,14.0,,,,NA,0.0,NA,NA,NA,NA,generic_no_gen
11483,65000.0,2025 08 06T07:34:49.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 PRO 5650U,8GB,256GB,,13.3,,,,AMD Ryzen 5 PRO 5650U,100.0,6,"14,187",15.0,AMD Radeon Graphics,exact
11484,65000.0,2024 09 17T12:30:55.000Z,EZZOUAR,,ELITEBOOK,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,13.3,,1920x1080,DDR4,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11485,65000.0,2025 07 09T11:40:08.000Z,MCHEDALLAH,,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,13.3,,1920x1080,,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11486,65000.0,2025 04 19T09:38:55.000Z,BOUMERDES,,THINKPAD,,AMD RYZEN 5 PRO 4650U,8GB,256GB,,14.0,,1920x1080,DDR4,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11487,65000.0,2025 06 25T15:35:56.000Z,BABA HASSEN,,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,13.0,,,,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11488,65000.0,2025 04 19T15:47:15.000Z,ZERALDA,,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,14.0,,,,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11489,65000.0,2025 08 11T11:30:09.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,14.1,,FHD,,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11490,65000.0,2025 08 09T12:50:28.000Z,AIN NAADJA,,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,14.0,,,,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,exact
11491,65000.0,2024 12 07T22:30:31.000Z,CHETTIA,,THINKPAD,,AMD RYZEN 5 PRO 4650,16GB,232GB,,15.0,,,,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,corrected (AMD RYZEN 5 PRO 4650 -> AMD Ryzen 5 PRO 4650U)
11492,65000.0,2025 07 18T14:00:19.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 5 PRO 3500U,16GB,512GB,,14.0,,FHD,,AMD Ryzen 5 PRO 3500U,100.0,4,"6,937",15.0,AMD Radeon Graphics,exact
11493,65000.0,2024 09 25T11:47:53.000Z,EZZOUAR,BON TAT,IDEAPAD,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,1920x1080,,AMD Ryzen 5 5500U,100.0,6,"12,715",15.0,AMD Radeon Graphics,exact
11494,65000.0,2025 08 05T09:51:18.000Z,ORAN,BON TAT,IDEAPAD,,AMD RYZEN 5 5500,8GB,512GB,,15.0,,,,AMD Ryzen 5 5500H,96.96969696969697,4,"11,442",45.0,AMD Radeon Vega 7 Graphics,fuzzy
11495,65000.0,2024 10 27T21:01:07.000Z,TIZI OUZOU,BON TAT,THINKPAD,,AMD RYZEN 5 4650U,16GB,512GB,,13.3,,,DDR4,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,fuzzy
11496,65000.0,2025 08 05T09:15:12.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 5 4650U,8GB,256GB,,14.0,,1920x1080,DDR4,AMD Ryzen 5 PRO 4650U,100.0,6,"12,063",15.0,AMD Radeon Graphics,fuzzy
11497,65000.0,2025 07 15T00:11:21.000Z,EL OUED,,ELITEBOOK,,AMD RYZEN 5 3600U,32GB,256GB,,14.0,,,,AMD Ryzen 5 3500U,94.11764705882354,4,"6,828",15.0,AMD Radeon Vega 8 Graphics,fuzzy
11498,65000.0,2025 08 08T10:33:47.000Z,SAIDA,,VIVOBOOK,AMD RADEON 540X,AMD RYZEN 5 3500U,8GB,512GB,,,,,DDR4,AMD Ryzen 5 3500U,100.0,4,"6,828",15.0,AMD Radeon Vega 8 Graphics,exact
11499,65000.0,2025 01 07T10:45:20.000Z,ZERALDA,BON TAT,ASPIRE,,AMD RYZEN 5 3500U,8GB,512GB,,15.6,,,DDR4,AMD Ryzen 5 3500U,100.0,4,"6,828",15.0,AMD Radeon Vega 8 Graphics,exact
11500,65000.0,2025 05 28T13:34:49.000Z,EL KHROUB,BON TAT,,,AMD RYZEN 5 3500U,8GB,128GB,,,,,,AMD Ryzen 5 3500U,100.0,4,"6,828",15.0,AMD Radeon Vega 8 Graphics,exact
11501,65000.0,2025 03 26T01:26:30.000Z,CHLEF,BON TAT,,,AMD RYZEN 5 3500U,8GB,256GB,,14.0,,,,AMD Ryzen 5 3500U,100.0,4,"6,828",15.0,AMD Radeon Vega 8 Graphics,exact
11502,65000.0,2024 08 26T12:06:30.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 5 2500U,8GB,256GB,,14.0,,,,AMD Ryzen 5 2500U,100.0,4,"6,498",15.0,AMD Radeon Vega 8 Graphics,exact
11503,65000.0,2024 10 19T09:53:44.000Z,EZZOUAR,,PAVILION,,AMD RYZEN 3 7320U,8GB,256GB,,17.3,,1920x1080 FHD,DDR5,AMD Ryzen 3 7320U,100.0,4,"8,590",15.0,AMD Radeon 610M,exact
11504,65000.0,2024 10 19T07:36:51.000Z,AIN NAADJA,,,,AMD RYZEN 3 7320U,8GB,256GB,,17.3,,1920x1080,DDR5,AMD Ryzen 3 7320U,100.0,4,"8,590",15.0,AMD Radeon 610M,exact
11505,65000.0,2025 02 08T09:37:07.000Z,BACHDJERRAH,BON TAT,THINKPAD,,AMD RYZEN 3 5450U,8GB,256GB,,14.0,,1920x1080 FHD,DDR4,AMD Ryzen 3 PRO 5450U,100.0,4,"10,803",15.0,AMD Radeon Graphics,fuzzy
11506,65000.0,2025 01 30T16:12:48.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 3 5425U,8GB,256GB,,13.0,,1920x1080,,AMD Ryzen 3 5425U,100.0,4,"11,260",15.0,AMD Radeon Graphics,exact
11507,65000.0,2025 03 08T21:37:11.000Z,ALGER CENTRE,JAMAIS UTILIS,PROBOOK,,AMD RYZEN 3 5400U,8GB,256GB,,14.0,,1920x1080,DDR4X,AMD Ryzen 3 5400U,100.0,4,"11,007",15.0,AMD Radeon Graphics,exact
11508,65000.0,2022 12 23T08:24:19.000Z,TIZI OUZOU,JAMAIS UTILIS,IDEAPAD,,AMD A8 4500M,4GB,,,15.6,,,,AMD A8-4500M APU,100.0,2,"1,694",35.0,AMD Radeon Graphics,fuzzy
11509,65000.0,2025 06 18T02:22:26.000Z,TIZI OUZOU,,VIVOBOOK,,AMD 3250E,4GB,,1TB,14.0,,,DDR4,AMD 3020e,88.88888888888889,2,"2,396",6.0,AMD Radeon Graphics,fuzzy
11510,65000.0,2024 10 19T13:11:13.000Z,AIN AZEL,,LATITUDE,,9TH GEN INTEL CORE I5,16GB,512GB,,15.6,,,DDR4,Intel Core i5-9300H @ 2.40GHz,100.0,4,"7,427",45.0,Intel UHD Graphics 630,generic->common (9TH GEN INTEL CORE I5)
11511,65000.0,2024 10 06T09:11:06.000Z,MOHAMMADIA,,LATITUDE,,8TH GEN INTEL CORE I7 8665U,8GB,512GB,,13.0,,,,Intel Core i7-8665U @ 1.90GHz,68.75,4,"6,192",15.0,Intel UHD Graphics 630,fuzzy
11512,65000.0,2024 10 25T20:29:06.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I7 8665U,8GB,256GB,,14.0,,,,Intel Core i7-8665U @ 1.90GHz,68.75,4,"6,192",15.0,Intel UHD Graphics 630,fuzzy
11513,65000.0,2025 08 11T11:31:58.000Z,EZZOUAR,,LATITUDE,,8TH GEN INTEL CORE I7 8665U,16GB,256GB,,13.3,,1920x1080,DDR4,Intel Core i7-8665U @ 1.90GHz,68.75,4,"6,192",15.0,Intel UHD Graphics 630,fuzzy
11514,65000.0,2025 06 28T10:35:14.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I7 8665U,16GB,512GB,,14.1,,1920x1080,DDR4,Intel Core i7-8665U @ 1.90GHz,68.75,4,"6,192",15.0,Intel UHD Graphics 630,fuzzy
11515,65000.0,2025 08 04T08:57:46.000Z,KOUBA,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8665U,16GB,512GB,,13.0,,1920x1080 FHD,,Intel Core i7-8665U @ 1.90GHz,68.75,4,"6,192",15.0,Intel UHD Graphics 630,fuzzy
11516,65000.0,2025 07 18T12:15:35.000Z,EZZOUAR,,LATITUDE,,8TH GEN INTEL CORE I7 8650U,16GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i7-8650U @ 1.90GHz,68.75,4,"6,190",15.0,Intel UHD Graphics 630,fuzzy
11517,65000.0,2025 08 06T19:45:25.000Z,CONSTANTINE,,YOGA,,8TH GEN INTEL CORE I7 8650U,8GB,256GB,,13.0,,,DDR4,Intel Core i7-8650U @ 1.90GHz,68.75,4,"6,190",15.0,Intel UHD Graphics 630,fuzzy
11518,65000.0,2025 07 10T14:41:17.000Z,BIRKHADEM,,THINKPAD,,8TH GEN INTEL CORE I7 8650U,16GB,512GB,,14.0,,,,Intel Core i7-8650U @ 1.90GHz,68.75,4,"6,190",15.0,Intel UHD Graphics 630,fuzzy
11519,65000.0,2025 01 06T11:17:41.000Z,DAR EL BEIDA,BON TAT,THINKPAD,,8TH GEN INTEL CORE I7 8650U,16GB,512GB,,14.0,,1920x1080,,Intel Core i7-8650U @ 1.90GHz,68.75,4,"6,190",15.0,Intel UHD Graphics 630,fuzzy
11520,65000.0,2025 08 07T12:57:23.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8565U,16GB,512GB,,13.0,,1920x1080,,Intel Core i7-8565U @ 1.80GHz,68.75,4,"5,971",15.0,Intel UHD Graphics 620,fuzzy
11521,65000.0,2025 08 07T12:57:37.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8565U,16GB,256GB,,13.0,,1920x1080,,Intel Core i7-8565U @ 1.80GHz,68.75,4,"5,971",15.0,Intel UHD Graphics 620,fuzzy
11522,65000.0,2025 08 06T08:59:49.000Z,EZZOUAR,BON TAT,ENVY,,8TH GEN INTEL CORE I7 8565U,8GB,512GB,,13.0,,1920x1080,,Intel Core i7-8565U @ 1.80GHz,68.75,4,"5,971",15.0,Intel UHD Graphics 620,fuzzy
11523,65000.0,2025 05 03T16:56:40.000Z,SIDI MHAMED,,THINKPAD,,8TH GEN INTEL CORE I7 8565U,16GB,256GB,,14.0,,,DDR4,Intel Core i7-8565U @ 1.80GHz,68.75,4,"5,971",15.0,Intel UHD Graphics 620,fuzzy
11524,65000.0,2025 08 11T01:45:35.000Z,EZZOUAR,BON TAT,THINKPAD,AMD RADEON 500,8TH GEN INTEL CORE I7 8550U,16GB,256GB,,15.6,,,,Intel Core i7-8550U @ 1.80GHz,68.75,4,"5,796",15.0,Intel UHD Graphics 620,fuzzy
11525,65000.0,2024 08 24T10:42:24.000Z,EZZOUAR,BON TAT,,NVIDIA GEFORCE MX150,8TH GEN INTEL CORE I7 8550U,16GB,512GB,,14.0,,,,Intel Core i7-8550U @ 1.80GHz,68.75,4,"5,796",15.0,Intel UHD Graphics 620,fuzzy
11526,65000.0,2024 10 22T20:48:59.000Z,EZZOUAR,BON TAT,XPS,,8TH GEN INTEL CORE I7 8550U,8GB,256GB,,13.0,,,,Intel Core i7-8550U @ 1.80GHz,68.75,4,"5,796",15.0,Intel UHD Graphics 620,fuzzy
11527,65000.0,2025 03 31T21:33:16.000Z,MSILA,,PAVILION,,8TH GEN INTEL CORE I7,16GB,256GB,,14.0,,1920x1080,,Intel Core i7-8550U @ 1.80GHz,100.0,4,"5,796",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I7)
11528,65000.0,2025 05 07T14:29:58.000Z,BOUMERDES,BON TAT,DYNABOOK,,8TH GEN INTEL CORE I7,8GB,256GB,,,,,,Intel Core i7-8550U @ 1.80GHz,100.0,4,"5,796",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I7)
11529,65000.0,2025 01 13T16:01:36.000Z,EL KSEUR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I7,16GB,256GB,,13.3,,,,Intel Core i7-8550U @ 1.80GHz,100.0,4,"5,796",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I7)
11530,65000.0,2025 04 23T14:58:26.000Z,EZZOUAR,BON TAT,PRECISION,,8TH GEN INTEL CORE I5 8365U,16GB,512GB,,15.0,,1920x1080,,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11531,65000.0,2025 07 30T12:20:53.000Z,EZZOUAR,,INSPIRON,,8TH GEN INTEL CORE I5 8365U,16GB,256GB,,12.5,,1920x1080 FHD,DDR4,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11532,65000.0,2024 08 22T19:21:47.000Z,KAOUS,,LATITUDE,,8TH GEN INTEL CORE I5 8365U,16GB,512GB,,15.6,,,,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11533,65000.0,2025 07 21T15:46:04.000Z,EZZOUAR,,ELITEBOOK,,8TH GEN INTEL CORE I5 8365U,16GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11534,65000.0,2024 11 10T11:17:24.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5 8365U,8GB,256GB,,14.0,,,,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11535,65000.0,2025 01 05T12:52:02.000Z,EZZOUAR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I5 8365U,8GB,256GB,,14.0,,1920x1080,,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11536,65000.0,2025 06 28T10:35:17.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8365U,16GB,256GB,,14.1,,1920x1080 FHD,DDR4,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11537,65000.0,2024 12 21T09:05:40.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8365U,16GB,256GB,,13.3,,1920x1080,DDR4,Intel Core i5-8365U @ 1.60GHz,68.75,4,"5,951",15.0,Intel UHD Graphics 620,fuzzy
11538,65000.0,2024 06 08T10:11:24.000Z,MOHAMMADIA,,INSPIRON,,8TH GEN INTEL CORE I5 8350U,16GB,256GB,,,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4,"6,104",15.0,Intel UHD Graphics 620,fuzzy
11539,65000.0,2024 06 08T10:11:03.000Z,MOHAMMADIA,,INSPIRON,,8TH GEN INTEL CORE I5 8350U,16GB,256GB,,,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4,"6,104",15.0,Intel UHD Graphics 620,fuzzy
11540,65000.0,2025 08 09T10:45:33.000Z,EL BIAR,,THINKPAD,,8TH GEN INTEL CORE I5 8350U,8GB,256GB,,14.0,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4,"6,104",15.0,Intel UHD Graphics 620,fuzzy
11541,65000.0,2025 08 03T13:01:03.000Z,EZZOUAR,,SURFACE,,8TH GEN INTEL CORE I5 8350U,8GB,256GB,,12.5,,,,Intel Core i5-8350U @ 1.70GHz,68.75,4,"6,104",15.0,Intel UHD Graphics 620,fuzzy
11542,65000.0,2024 08 20T11:56:15.000Z,KOUBA,,SURFACE,,8TH GEN INTEL CORE I5 8350U,8GB,256GB,,13.0,,1920x1080,,Intel Core i5-8350U @ 1.70GHz,68.75,4,"6,104",15.0,Intel UHD Graphics 620,fuzzy
11543,65000.0,2025 07 16T11:29:06.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8350U,16GB,256GB,,15.0,,1920x1080,,Intel Core i5-8350U @ 1.70GHz,68.75,4,"6,104",15.0,Intel UHD Graphics 620,fuzzy
11544,65000.0,2024 12 25T12:35:09.000Z,EZZOUAR,BON TAT,PAVILION,AMD RADEON R7 M440,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,14.0,,,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11545,65000.0,2025 01 01T14:51:47.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,14.0,,,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11546,65000.0,2024 12 16T09:19:26.000Z,EZZOUAR,BON TAT,PROBOOK,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,15.6,,,DDR4,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11547,65000.0,2025 07 27T07:35:28.000Z,EZZOUAR,,PAVILION,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,13.0,,1920x1080,DDR4,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11548,65000.0,2024 12 11T10:38:54.000Z,EZZOUAR,BON TAT,PROBOOK,,8TH GEN INTEL CORE I5 8265U,8GB,128GB,,15.6,,1920x1080 FHD,DDR4,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11549,65000.0,2025 04 28T11:43:04.000Z,EZZOUAR,,ELITEBOOK,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,13.3,,1920x1080 FHD,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11550,65000.0,2024 08 21T10:26:53.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11551,65000.0,2024 09 24T11:49:40.000Z,EZZOUAR,BON TAT,VIVOBOOK,,8TH GEN INTEL CORE I5 8265U,16GB,512GB,,15.0,,,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11552,65000.0,2025 02 10T16:03:58.000Z,BORDJ EL KIFFAN,,IDEAPAD,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,1TB,,,,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11553,65000.0,2025 01 15T14:05:40.000Z,EZZOUAR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I5 8265U,16GB,256GB,,14.0,,1920x1080,,Intel Core i5-8265U @ 1.60GHz,68.75,4,"5,807",15.0,Intel UHD Graphics 620,fuzzy
11554,65000.0,2025 08 10T07:29:25.000Z,EZZOUAR,,PROBOOK,NVIDIA GEFORCE GT 930,8TH GEN INTEL CORE I5 8250U,8GB,240GB,,17.3,,1600x900,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11555,65000.0,2024 08 29T07:24:34.000Z,,,ASPIRE,NVIDIA GEFORCE MX150,8TH GEN INTEL CORE I5 8250U,14GB,256GB,1TB,,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11556,65000.0,2025 05 19T12:43:03.000Z,TAOURA,,LATITUDE,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,15.6,,1920x1080,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11557,65000.0,2025 02 16T12:21:12.000Z,EZZOUAR,,VOSTRO,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11558,65000.0,2024 09 29T13:34:18.000Z,BOUMERDES,,ELITEBOOK,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,15.6,,1920x1080 FHD,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11559,65000.0,2025 08 10T07:29:23.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11560,65000.0,2025 07 30T07:31:14.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,15.6,,1920x1080,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11561,65000.0,2025 07 30T12:20:47.000Z,EZZOUAR,,ZENBOOK,,8TH GEN INTEL CORE I5 8250U,8GB,256GB,,14.0,,,DDR4,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11562,65000.0,2022 10 22T21:41:52.000Z,JIJEL,BON TAT,VIVOBOOK,,8TH GEN INTEL CORE I5 8250U,8GB,250GB,,15.6,,,,Intel Core i5-8250U @ 1.60GHz,68.75,4,"5,800",15.0,Intel UHD Graphics 620,fuzzy
11563,65000.0,2025 03 06T18:31:42.000Z,SETIF,,LATITUDE,,8TH GEN INTEL CORE I5,8GB,256GB,,14.1,,,,Intel Core i5-8250U @ 1.60GHz,100.0,4,"5,800",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I5)
11564,65000.0,2024 09 21T05:57:10.000Z,BIR MOURAD RAIS,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I5,8GB,256GB,,13.0,,1920x1080,,Intel Core i5-8250U @ 1.60GHz,100.0,4,"5,800",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I5)
11565,65000.0,2024 12 22T13:52:37.000Z,BIRKHADEM,,THINKPAD,,8TH GEN INTEL CORE I5,16GB,256GB,,14.0,,,,Intel Core i5-8250U @ 1.60GHz,100.0,4,"5,800",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I5)
11566,65000.0,2024 12 02T07:15:51.000Z,AIN NAADJA,BON TAT,VIVOBOOK,,8TH GEN INTEL CORE I5,8GB,256GB,,14.0,,,,Intel Core i5-8250U @ 1.60GHz,100.0,4,"5,800",15.0,Intel UHD Graphics 620,generic->common (8TH GEN INTEL CORE I5)
11567,65000.0,2025 08 09T15:29:31.000Z,EZZOUAR,,LATITUDE,,7TH GEN INTEL CORE I7 7600U,8GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i7-7600U @ 2.80GHz,68.75,2,"3,691",15.0,Intel HD Graphics 630,fuzzy
11568,65000.0,2025 06 05T13:40:02.000Z,EL KHROUB,,VIVOBOOK,NVIDIA GEFORCE GTX 940MX,7TH GEN INTEL CORE I7 7500U,12GB,512GB,,17.0,,,,Intel Core i7-7500U @ 2.70GHz,68.75,2,"3,633",15.0,Intel HD Graphics 620,fuzzy
11569,65000.0,2024 06 08T10:17:27.000Z,MOHAMMADIA,,XPS,,7TH GEN INTEL CORE I7 7500U,16GB,512GB,,,,,,Intel Core i7-7500U @ 2.70GHz,68.75,2,"3,633",15.0,Intel HD Graphics 620,fuzzy
11570,65000.0,2024 06 08T11:14:28.000Z,MOHAMMADIA,,VIVOBOOK,,7TH GEN INTEL CORE I7 7500U,8GB,1TB,,,,,,Intel Core i7-7500U @ 2.70GHz,68.75,2,"3,633",15.0,Intel HD Graphics 620,fuzzy
11571,65000.0,2025 03 03T23:03:21.000Z,BIRKHADEM,,PROBOOK,,7TH GEN INTEL CORE I7 7300U,16GB,512GB,,15.6,,,DDR4,Intel Core i5-7300U @ 2.60GHz,62.5,2,"3,634",15.0,Intel HD Graphics 620,fuzzy
11572,65000.0,2025 06 07T16:44:22.000Z,REGHAIA,,ELITEBOOK,,7TH GEN INTEL CORE I5 7300U,8GB,256GB,,15.6,,1920x1080,DDR4,Intel Core i5-7300U @ 2.60GHz,68.75,2,"3,634",15.0,Intel HD Graphics 620,fuzzy
11573,65000.0,2024 10 03T18:32:54.000Z,ALGER CENTRE,,ZBOOK,AMD RADEON PRO WX 3100,7TH GEN INTEL CORE I5 7200U,8GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-7200U @ 2.50GHz,68.75,2,"3,373",15.0,Intel HD Graphics 620,fuzzy
11574,65000.0,2024 12 03T12:25:58.000Z,EZZOUAR,BON TAT,LATITUDE,,7TH GEN INTEL CORE I5 7200U,16GB,256GB,,15.0,,,,Intel Core i5-7200U @ 2.50GHz,68.75,2,"3,373",15.0,Intel HD Graphics 620,fuzzy
11575,65000.0,2025 06 14T18:05:36.000Z,BELOUIZDAD,BON TAT,ELITEBOOK,,7TH GEN INTEL CORE I5,16GB,256GB,,,,,,Intel Core i5-7200U @ 2.50GHz,100.0,2,"3,373",15.0,Intel HD Graphics 620,generic->common (7TH GEN INTEL CORE I5)
11576,65000.0,2019 02 22T13:51:38.000Z,EZZOUAR,JAMAIS UTILIS,INSPIRON,,7TH GEN INTEL CORE I3 7100U,4GB,256GB,,13.3,,,,Intel Core i3-7100U @ 2.40GHz,68.75,2,"2,724",15.0,Intel HD Graphics 620,fuzzy
11577,65000.0,2025 08 11T07:23:47.000Z,EZZOUAR,,THINKPAD,,6TH GEN INTEL CORE I7 8565U,16GB,256GB,,13.3,,1920x1080,DDR4,Intel Core i7-8565U @ 1.80GHz,68.75,4,"5,971",15.0,Intel UHD Graphics 620,fuzzy
