id,price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE,mapped_cpu_name,match_score,cores,cpu_mark,tdp,gpu_name,match_type,gpu_match_score,gpu_g3d_mark,gpu_g2d_mark,gpu_tdp,is_generic_cpu,cpu_generation,cpu_tier,mapped_cpu_tier,inference_level
10905,69000.0,2025 08 06T12:43:05.000Z,EZZOUAR,BON TAT,PRECISION,AMD FIREPRO W5130,INTEL CORE I7 6820HQ,16GB,256GB,,15.6,,,,Intel Core i7-6820HQ @ 2.70GHz,100.0,4.0,"6,754",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,1800,300,15.0,False,68,i7,i7,
10906,69000.0,2025 05 02T13:27:03.000Z,DAR EL BEIDA,BON TAT,ZBOOK,AMD FIREPRO W5170,INTEL CORE I7 6820HQ,16GB,512GB,,15.6,,,,Intel Core i7-6820HQ @ 2.70GHz,100.0,4.0,"6,754",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,1800,300,15.0,False,68,i7,i7,
10907,69000.0,2025 04 21T09:31:24.000Z,KOUBA,BON TAT,XPS,NVIDIA GEFORCE GTX 960,INTEL CORE I7 6700HQ,16GB,512GB,,,,,,Intel Core i7-6700HQ @ 2.60GHz,100.0,4.0,"6,519",45.0,GeForce GTX 960,fuzzy_tier_validated,100.0,"6,135",676,120.0,False,67,i7,i7,
10908,69000.0,2025 07 31T16:00:34.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE I7 10850H,16GB,512GB,,15.6,,1920x1080,DDR4,Intel Core i7-10850H @ 2.70GHz,100.0,6.0,"11,586",45.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i7,i7,
10909,69000.0,2025 07 31T16:27:02.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7 10510U,16GB,512GB,,14.0,,1920x1080,DDR4,Intel Core i7-10510U @ 1.80GHz,100.0,4.0,"6,394",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i7,i7,
10910,69000.0,2025 07 29T12:06:48.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I7 10510U,16GB,256GB,,13.0,,,DDR4,Intel Core i7-10510U @ 1.80GHz,100.0,4.0,"6,394",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i7,i7,
10911,69000.0,2025 07 28T18:13:11.000Z,ALGER CENTRE,,THINKPAD,,INTEL CORE I7 10510,16GB,256GB,,13.0,,,DDR4,Intel Core i7-1250U,75.0,2.0,"11,288",9.0,Intel UHD Graphics 770,fuzzy_tier_validated,100.0,"5,967",567,230.0,False,10,i7,i7,
10912,69000.0,2024 10 18T20:20:35.000Z,MAHELMA,BON TAT,INSPIRON,,INTEL CORE I7,16GB,512GB,,13.0,,,,Generic INTEL I7,100.0,4.0,5848,37.0,Intel HD Graphics 4600,generic (based on 211 CPUs),100.0,631,312,45.0,True,,i7,i7,
10913,69000.0,2025 04 09T08:47:54.000Z,EZZOUAR,BON TAT,ZBOOK,,INTEL CORE I5 8365U,16GB,256GB,,14.0,,1920x1080,,Intel Core i5-8365U @ 1.60GHz,100.0,4.0,"5,951",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,83,i5,i5,
10914,69000.0,2025 08 09T16:15:35.000Z,EL BIAR,BON TAT,ELITEBOOK,,INTEL CORE I5 8365U,8GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-8365U @ 1.60GHz,100.0,4.0,"5,951",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,83,i5,i5,
10915,69000.0,2025 08 08T12:31:22.000Z,ORAN,,LATITUDE,,INTEL CORE I5 8350U,8GB,256GB,,14.0,,,DDR4,Intel Core i5-8350U @ 1.70GHz,100.0,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,83,i5,i5,
10916,69000.0,2024 11 01T16:54:42.000Z,BIR MOURAD RAIS,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE I5 8350U,16GB,512GB,,14.0,,1920x1080 FHD,,Intel Core i5-8350U @ 1.70GHz,100.0,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,83,i5,i5,
10917,69000.0,2025 07 17T16:48:12.000Z,EZZOUAR,BON TAT,THINKPAD,,INTEL CORE I5 8350U,8GB,256GB,,13.0,,,,Intel Core i5-8350U @ 1.70GHz,100.0,4.0,"6,104",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,83,i5,i5,
10918,69000.0,2025 08 11T16:34:50.000Z,EZZOUAR,,YOGA,,INTEL CORE I5 8265U,8GB,256GB,,14.0,,,,Intel Core i5-8265U @ 1.60GHz,100.0,4.0,"5,807",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,82,i5,i5,
10919,69000.0,2025 08 08T10:45:01.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I5 8265U,8GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-8265U @ 1.60GHz,100.0,4.0,"5,807",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,82,i5,i5,
10920,69000.0,2023 01 16T12:29:08.000Z,EZZOUAR,BON TAT,VIVOBOOK,,INTEL CORE I5 8265U,8GB,512GB,,17.0,,,,Intel Core i5-8265U @ 1.60GHz,100.0,4.0,"5,807",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,82,i5,i5,
10921,69000.0,2022 09 26T07:30:46.000Z,EZZOUAR,BON TAT,THINKPAD,,INTEL CORE I5 7200U,8GB,256GB,,12.0,,,,Intel Core i5-7200U @ 2.50GHz,100.0,2.0,"3,373",15.0,Intel HD Graphics 620,fuzzy_tier_validated,100.0,400,150,25.0,False,72,i5,i5,
10922,69000.0,2025 08 08T09:46:31.000Z,ORAN,,MACBOOK,,INTEL CORE I5 5350U,8GB,128GB,,13.3,,1440x900,,Intel Core i5-5350U @ 1.80GHz,100.0,2.0,"2,587",15.0,Intel HD Graphics 5500,fuzzy_tier_validated,100.0,400,150,25.0,False,53,i5,i5,
10923,69000.0,2024 11 09T18:32:33.000Z,ALGER CENTRE,,LATITUDE,,INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i5-1145G7 @ 2.60GHz,100.0,4.0,"9,257",28.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
10924,69000.0,2025 06 09T18:15:15.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I5 1145G7,16GB,512GB,,13.3,,1920x1080 FHD,,Intel Core i5-1145G7 @ 2.60GHz,100.0,4.0,"9,257",28.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
10925,69000.0,2025 05 15T22:26:41.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 1145G7,16GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i5-1145G7 @ 2.60GHz,100.0,4.0,"9,257",28.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
10926,69000.0,2025 07 29T12:35:05.000Z,EZZOUAR,BON TAT,PROBOOK,,INTEL CORE I5 1135G7,16GB,256GB,,15.0,,1920x1080 FHD,DDR4,Intel Core i5-1135G7 @ 2.40GHz,100.0,4.0,"9,399",15.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
10927,69000.0,2025 03 18T13:21:34.000Z,AIN NAADJA,,THINKPAD,,INTEL CORE I5 1135G7,16GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-1135G7 @ 2.40GHz,100.0,4.0,"9,399",15.0,Intel Iris Xe Graphics,fuzzy_tier_validated,100.0,2200,320,15.0,False,11,i5,i5,
10928,69000.0,2025 08 05T08:29:26.000Z,DAR EL BEIDA,BON TAT,LATITUDE,,INTEL CORE I5 10310U,16GB,256GB,,14.0,,,,Intel Core i5-10310U @ 1.70GHz,100.0,4.0,"5,884",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
10929,69000.0,2025 05 22T12:50:30.000Z,CHLEF,,LATITUDE,,INTEL CORE I5 10310U,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i5-10310U @ 1.70GHz,100.0,4.0,"5,884",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
10930,69000.0,2025 02 01T09:44:44.000Z,DAR EL BEIDA,BON TAT,ELITEBOOK,,INTEL CORE I5 10310U,16GB,256GB,,13.3,,,,Intel Core i5-10310U @ 1.70GHz,100.0,4.0,"5,884",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
10931,69000.0,2025 08 07T10:09:35.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I5 10310U,8GB,256GB,,13.3,,1920x1080,DDR4,Intel Core i5-10310U @ 1.70GHz,100.0,4.0,"5,884",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
10932,69000.0,2025 04 06T21:23:55.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I5 10210U,16GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-10210U @ 1.60GHz,100.0,4.0,"6,069",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
10933,69000.0,2025 07 26T19:16:46.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I5 10210U,8GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-10210U @ 1.60GHz,100.0,4.0,"6,069",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,10,i5,i5,
10934,69000.0,2025 03 10T13:35:19.000Z,AIN BENIAN,,MACBOOK,,INTEL CORE I5 1.6GHZ,8GB,128GB,,13.0,,,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
10935,69000.0,2024 07 22T11:10:07.000Z,ALGER CENTRE,,MACBOOK,,INTEL CORE I5 1.6GHZ,8GB,128GB,,13.3,,,DDR4,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
10936,69000.0,2024 10 15T16:18:48.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I5,8GB,128GB,,14.0,,2560x1440,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
10937,69000.0,2025 06 22T15:16:07.000Z,BORDJ BOU ARRERIDJ,,MACBOOK,,INTEL CORE I5,8GB,256GB,,13.0,,,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
10938,69000.0,2024 11 06T18:32:32.000Z,BLIDA,,MACBOOK,,INTEL CORE I5,8GB,128GB,,13.0,,,DDR4,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
10939,69000.0,2024 10 29T11:23:14.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I5,8GB,256GB,,13.0,,2560x1600,,Generic INTEL I5,100.0,2.0,4047,28.0,Intel HD Graphics 4600,generic (based on 162 CPUs),100.0,631,312,45.0,True,,i5,i5,
10940,69000.0,2025 08 09T08:28:24.000Z,EZZOUAR,BON TAT,PROBOOK,NVIDIA GEFORCE GT 930MX,INTEL CORE I3 8130U,8GB,,500GB,17.3,,,,Intel Core i3-8130U @ 2.20GHz,100.0,2.0,"3,520",15.0,GeForce 930MX,fuzzy_tier_validated,100.0,1274,194,17.0,False,81,i3,i3,
10941,69000.0,2024 11 26T09:50:12.000Z,BLIDA,BON TAT,MACBOOK,,INTEL CORE I3,8GB,256GB,,13.0,,,,Intel Core i3-2310M @ 2.10GHz,100.0,2.0,2195,17.0,Intel HD Graphics 3000,generic (based on 84 CPUs),100.0,400,150,25.0,False,,i3,i3,7.0
10942,69000.0,2025 07 31T10:30:03.000Z,HUSSEIN DEY,JAMAIS UTILIS,ASPIRE,,INTEL CELERON N4500,4GB,128GB,,15.6,,1920x1080,DDR4,Intel Celeron 7305,73.6842105263158,1.0,"2,539",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,,celeron,celeron,
10943,69000.0,2025 08 10T10:06:26.000Z,KOUBA,JAMAIS UTILIS,ASPIRE,,INTEL CELERON N4500,4GB,128GB,,15.6,,FHD,DDR4,Intel Celeron 7305,73.6842105263158,1.0,"2,539",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,,celeron,celeron,
10944,69000.0,2025 07 25T13:01:13.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,INTEL CELERON N4500,8GB,256GB,,15.6,60Hz,1920x1080 FHD,DDR4,Intel Celeron 7305,73.6842105263158,1.0,"2,539",15.0,Intel UHD Graphics,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,,celeron,celeron,
10945,69000.0,2025 08 07T12:58:17.000Z,EZZOUAR,,SURFACE,,AMD RYZEN 7 SURFACE EDITION,8GB,256GB,,15.0,,2560x1440,,Generic AMD RYZEN 7,100.0,8.0,21696,35.0,AMD Radeon Graphics,generic (based on 71 CPUs),100.0,400,160,25.0,True,,ryzen7,ryzen7,
10946,69000.0,2024 11 04T10:33:29.000Z,EZZOUAR,BON TAT,SWIFT,,AMD RYZEN 7 4700U,8GB,256GB,,14.0,,,,AMD Ryzen 7 4700U,100.0,8.0,"13,157",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen7,ryzen7,
10947,69000.0,2024 08 17T08:47:37.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 PRO 5650U,16GB,512GB,,14.0,,,,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
10948,69000.0,2025 07 15T00:55:22.000Z,AIN NAADJA,,ELITEBOOK,,AMD RYZEN 5 PRO 4650U,16GB,512GB,,14.0,,1920x1080 FHD,DDR4,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
10949,69000.0,2024 07 24T12:49:47.000Z,ALGER CENTRE,,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,512GB,,13.3,,1920x1080 FHD,DDR4X,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
10950,69000.0,2025 08 06T12:43:07.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,13.3,,1920x1080,DDR4,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
10951,69000.0,2025 02 07T14:13:49.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 PRO 4650U,16GB,256GB,,14.1,,1920x1080,DDR4,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
10952,69000.0,2025 08 07T10:09:43.000Z,EZZOUAR,,PROBOOK,,AMD RYZEN 5 5600U,16GB,512GB,,14.0,,FHD,DDR4,AMD Ryzen 5 5600U,100.0,6.0,"15,034",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10953,69000.0,2025 08 08T09:23:20.000Z,EZZOUAR,BON TAT,PROBOOK,,AMD RYZEN 5 5600U,16GB,256GB,,14.0,,1920x1080,,AMD Ryzen 5 5600U,100.0,6.0,"15,034",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10954,69000.0,2025 07 31T13:40:25.000Z,EZZOUAR,BON TAT,PROBOOK,,AMD RYZEN 5 5600U,8GB,256GB,,14.0,,1920x1080,,AMD Ryzen 5 5600U,100.0,6.0,"15,034",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10955,69000.0,2025 08 05T10:32:57.000Z,EZZOUAR,,PROBOOK,,AMD RYZEN 5 5600U,16GB,256GB,,14.1,,1920x1080,DDR4,AMD Ryzen 5 5600U,100.0,6.0,"15,034",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10956,69000.0,2025 08 07T10:09:41.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 5 5500U,16GB,256GB,,14.0,,FHD,DDR4,AMD Ryzen 5 5500U,100.0,6.0,"12,715",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10957,69000.0,2025 08 06T10:56:31.000Z,MOSTAGANEM,,,,AMD RYZEN 5 4600H,16GB,512GB,,16.4,,1920x1080 FHD,,AMD Ryzen 5 4600H,100.0,6.0,"14,172",45.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10958,69000.0,2025 01 14T07:15:24.000Z,AIN NAADJA,BON TAT,PROBOOK,,AMD RYZEN 5 4500U,16GB,512GB,,14.0,,,DDR4,AMD Ryzen 5 4500U,100.0,6.0,"10,692",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10959,69000.0,2025 05 20T18:40:21.000Z,BOUFARIK,,ENVY,,AMD RYZEN 5 4500U,8GB,512GB,,13.0,,1920x1200,,AMD Ryzen 5 4500U,100.0,6.0,"10,692",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10960,69000.0,2025 05 29T09:34:31.000Z,EZZOUAR,,PROBOOK,,AMD RYZEN 5 4500U,16GB,512GB,,14.0,,1920x1080,DDR4,AMD Ryzen 5 4500U,100.0,6.0,"10,692",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10961,69000.0,2025 04 15T14:45:54.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 4500U,8GB,256GB,,15.0,,,,AMD Ryzen 5 4500U,100.0,6.0,"10,692",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10962,69000.0,2025 07 28T17:26:18.000Z,ANNABA,BON TAT,YOGA,,AMD RYZEN 5 4500U,8GB,256GB,,14.0,,,,AMD Ryzen 5 4500U,100.0,6.0,"10,692",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen5,ryzen5,
10963,69000.0,2020 04 03T16:18:51.000Z,EZZOUAR,BON TAT,VIVOBOOK,,AMD RYZEN 5 2500U,8GB,256GB,,15.0,,,,AMD Ryzen 5 2500U,100.0,4.0,"6,498",15.0,AMD Radeon Vega 8 Graphics,fuzzy_tier_validated,100.0,1200,250,15.0,False,,ryzen5,ryzen5,
10964,69000.0,2024 09 29T14:06:47.000Z,EZZOUAR,BON TAT,SURFACE,,AMD RYZEN 5,8GB,128GB,,,,,,Generic AMD RYZEN 5,100.0,6.0,15882,28.0,AMD Radeon Graphics,generic (based on 65 CPUs),100.0,400,160,25.0,True,,ryzen5,ryzen5,
10965,69000.0,2022 09 11T19:14:36.000Z,DELY BRAHIM,BON TAT,THINKPAD,,AMD RYZEN 3 PRO 3300U,8GB,256GB,,13.0,,,,Generic AMD RYZEN 3,100.0,4.0,9422,15.0,AMD Radeon Graphics,generic (based on 28 CPUs),100.0,400,160,25.0,True,,ryzen3,ryzen3,
10966,69000.0,2025 08 09T20:56:34.000Z,EZZOUAR,,THINKPAD,,AMD RYZEN 3 5450U,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,AMD Ryzen 3 PRO 5450U,100.0,4.0,"10,803",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,400,160,25.0,False,,ryzen3,ryzen3,
10967,69000.0,2022 09 11T19:14:36.000Z,DELY BRAHIM,,THINKPAD,,AMD RYZEN 3 3200U,8GB,256GB,,14.0,,,DDR4,AMD Ryzen 3 3200U,100.0,2.0,"3,732",15.0,AMD Radeon Vega 3 Graphics,fuzzy_tier_validated,100.0,1800,300,15.0,False,,ryzen3,ryzen3,
10968,69000.0,2025 04 19T13:15:24.000Z,MEKLA,,THINKPAD,,AMD ATHLON,8GB,256GB,,,,,,AMD Athlon 220GE,100.0,2.0,"4,444",35.0,AMD Radeon Vega 3 Graphics,fuzzy_tier_validated,100.0,1800,300,15.0,False,,,,
10969,69000.0,2025 07 14T10:46:05.000Z,DAR EL BEIDA,,LATITUDE,NVIDIA GEFORCE MX150,9TH GEN INTEL CORE I5 9400H,16GB,256GB,,14.0,,1920x1080,,Intel Core i5-9400H @ 2.50GHz,68.75,4.0,"7,802",45.0,GeForce MX150,fuzzy_tier_validated,100.0,"2,256",212,25.0,False,9,i5,i5,
10970,69000.0,2025 08 08T10:00:25.000Z,EZZOUAR,,LATITUDE,NVIDIA GEFORCE MX350,9TH GEN INTEL CORE I5,8GB,256GB,,14.0,,1920x1080,DDR4,Intel Core i5-9400H @ 2.50GHz,100.0,4.0,7802,45.0,GeForce MX150,generic (based on 5 CPUs),80.0,"2,256",212,25.0,False,9,i5,i5,1.0
10971,69000.0,2025 08 10T13:01:44.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I7 8665U,16GB,256GB,,14.0,,,,Intel Core i7-8665U @ 1.90GHz,68.75,4.0,"6,192",15.0,Intel UHD Graphics 630,fuzzy_tier_validated,100.0,1100,280,50.0,False,8,i7,i7,
10972,69000.0,2025 03 27T23:12:53.000Z,BIR EL DJIR,,THINKPAD,,8TH GEN INTEL CORE I7 8665U,32GB,512GB,,14.0,,,,Intel Core i7-8665U @ 1.90GHz,68.75,4.0,"6,192",15.0,Intel UHD Graphics 630,fuzzy_tier_validated,100.0,1100,280,50.0,False,8,i7,i7,
10973,69000.0,2025 08 08T09:31:25.000Z,ORAN,,LATITUDE,,8TH GEN INTEL CORE I7 8650U,8GB,256GB,,12.0,,,,Intel Core i7-8650U @ 1.90GHz,68.75,4.0,"6,190",15.0,Intel UHD Graphics 630,fuzzy_tier_validated,100.0,1100,280,50.0,False,8,i7,i7,
10974,69000.0,2025 08 05T15:21:13.000Z,EZZOUAR,,PROBOOK,,8TH GEN INTEL CORE I7 8650U,16GB,256GB,,15.6,,1920x1080 FHD,,Intel Core i7-8650U @ 1.90GHz,68.75,4.0,"6,190",15.0,Intel UHD Graphics 630,fuzzy_tier_validated,100.0,1100,280,50.0,False,8,i7,i7,
10975,69000.0,2025 08 10T01:45:41.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8565U,16GB,256GB,,14.0,,1920x1080,,Intel Core i7-8565U @ 1.80GHz,68.75,4.0,"5,971",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i7,i7,
10976,69000.0,2025 08 07T12:50:43.000Z,EZZOUAR,BON TAT,ELITEBOOK,AMD RADEON 500,8TH GEN INTEL CORE I7 8550U,16GB,256GB,,14.0,,1920x1080 FHD,,Intel Core i7-8550U @ 1.80GHz,68.75,4.0,"5,796",15.0,AMD Radeon Graphics,fuzzy_tier_validated,100.0,1800,300,15.0,False,8,i7,i7,
10977,69000.0,2025 06 03T13:19:18.000Z,SETIF,BON TAT,VIVOBOOK,NVIDIA GEFORCE MX130,8TH GEN INTEL CORE I7 8550U,8GB,,,,,,,Intel Core i7-8550U @ 1.80GHz,68.75,4.0,"5,796",15.0,GeForce MX150,fuzzy_tier_validated,80.0,"2,256",212,25.0,False,8,i7,i7,
10978,69000.0,2025 08 07T13:32:48.000Z,EZZOUAR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I7 8550U,16GB,256GB,,14.0,,1920x1080 FHD,DDR4,Intel Core i7-8550U @ 1.80GHz,68.75,4.0,"5,796",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i7,i7,
10979,69000.0,2025 08 02T10:01:06.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I7 8550U,16GB,256GB,,14.0,,1920x1080,DDR5,Intel Core i7-8550U @ 1.80GHz,68.75,4.0,"5,796",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i7,i7,
10980,69000.0,2025 07 02T09:58:50.000Z,EZZOUAR,BON TAT,THINKPAD,,8TH GEN INTEL CORE I7 8550U,16GB,256GB,,14.0,,1920x1080,,Intel Core i7-8550U @ 1.80GHz,68.75,4.0,"5,796",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i7,i7,
10981,69000.0,2025 08 10T11:48:36.000Z,EZZOUAR,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8550U,16GB,,,,,,,Intel Core i7-8550U @ 1.80GHz,68.75,4.0,"5,796",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i7,i7,
10982,69000.0,2025 07 28T17:10:48.000Z,ANNABA,BON TAT,ASPIRE,NVIDIA GEFORCE MX150,8TH GEN INTEL CORE I7,16GB,256GB,,15.6,,,,Intel Core i7-8550U @ 1.80GHz,100.0,4.0,7492,28.0,GeForce MX150,generic (based on 17 CPUs),100.0,"2,256",212,25.0,False,8,i7,i7,3.0
10983,69000.0,2025 07 25T19:36:51.000Z,EZZOUAR,,ELITEBOOK,,8TH GEN INTEL CORE I7,8GB,256GB,,14.0,,,,Intel Core i7-8665U @ 1.90GHz,100.0,4.0,7492,28.0,Intel UHD Graphics 630,generic (based on 17 CPUs),100.0,1100,280,50.0,False,8,i7,i7,1.0
10984,69000.0,2025 06 14T09:21:35.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I5 8365U,16GB,256GB,,13.0,,,,Intel Core i5-8365U @ 1.60GHz,68.75,4.0,"5,951",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
10985,69000.0,2024 08 26T12:06:30.000Z,EZZOUAR,,THINKPAD,,8TH GEN INTEL CORE I5 8365U,8GB,256GB,,14.0,,,,Intel Core i5-8365U @ 1.60GHz,68.75,4.0,"5,951",15.0,Intel UHD Graphics 620,fuzzy_tier_validated,100.0,"1,042",237,15.0,False,8,i5,i5,
