name,cpumark,tdp,cat,cores,gpu_name
AMD 3015e,"2,618",6.0,Laptop,2,AMD Radeon Graphics
AMD 3020e,"2,396",6.0,Laptop,2,AMD Radeon Graphics
AMD A10 Micro-6700T APU,"1,426",5.0,Laptop,4,AMD Radeon Graphics
AMD A10 PRO-7350B APU,"1,862",19.0,Laptop,4,AMD Radeon Graphics
AMD A10-4600M APU,"1,947",35.0,Laptop,2,AMD Radeon Graphics
AMD A10-4655M APU,"1,654",25.0,Laptop,2,AMD Radeon Graphics
AMD A10-4657M APU,"1,759",35.0,Laptop,4,AMD Radeon Graphics
AMD A10-5745M APU,"1,773",25.0,Laptop,4,AMD Radeon HD 7660D
AMD A10-5750M APU,"2,045",35.0,Laptop,4,AMD Radeon HD 7660D
AMD A10-5757M APU,"1,994",35.0,Laptop,4,AMD Radeon HD 7660D
AMD A10-7300 APU,"1,743",19.0,Laptop,4,AMD Radeon R7 Graphics
AMD A10-7400P,"2,134",35.0,Laptop,4,AMD Radeon R7 Graphics
AMD A10-8700P,"2,254",35.0,Laptop,2,AMD Radeon R6 Graphics
AMD A10-9600P,"2,318",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD A10-9620P,"2,521",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD A10-9630P,"3,041",35.0,Laptop,4,AMD Radeon R7 Graphics
AMD A12-9700P,"2,422",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD A12-9720P,"2,631",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD A12-9730P,"3,005",35.0,Laptop,4,AMD Radeon R7 Graphics
AMD A4 Micro-6400T APU,"1,082",4.5,Laptop,4,AMD Radeon Graphics
AMD A4 PRO-3340B,"1,719",25.0,Laptop,4,AMD Radeon Graphics
AMD A4-1200 APU,375,3.9,Laptop,2,AMD Radeon Graphics
AMD A4-1250 APU,421,8.0,Laptop,2,AMD Radeon Graphics
AMD A4-1350 APU,911,8.0,Laptop,4,AMD Radeon Graphics
AMD A4-3300M APU,728,65.0,Laptop,2,AMD Radeon Graphics
AMD A4-3305M APU,767,35.0,Laptop,2,AMD Radeon Graphics
AMD A4-3310MX APU,800,45.0,Laptop,2,AMD Radeon Graphics
AMD A4-3320M APU,668,35.0,Laptop,2,AMD Radeon Graphics
AMD A4-3330MX APU,761,45.0,Laptop,2,AMD Radeon Graphics
AMD A4-4300M APU,967,35.0,Laptop,1,AMD Radeon Graphics
AMD A4-4355M APU,801,17.0,Laptop,2,AMD Radeon Graphics
AMD A4-5000 APU,"1,286",15.0,Laptop,4,AMD Radeon HD 7480D
AMD A4-5050 APU,"1,328",13.5,Laptop,4,AMD Radeon HD 7480D
AMD A4-5100 APU,"1,301",15.0,Laptop,4,AMD Radeon HD 7480D
AMD A4-5150M APU,969,35.0,Laptop,2,AMD Radeon HD 7480D
AMD A4-6210 APU,"1,493",15.0,Laptop,4,AMD Radeon HD 8370D
AMD A4-7210 APU,"1,667",25.0,Laptop,4,AMD Radeon R4 Graphics
AMD A4-9120,"1,222",15.0,Laptop,2,AMD Radeon R4 Graphics
AMD A4-9120C,885,6.0,Laptop,2,AMD Radeon R4 Graphics
AMD A4-9120e,854,6.0,Laptop,2,AMD Radeon R4 Graphics
AMD A4-9125,"1,200",15.0,Laptop,2,AMD Radeon R4 Graphics
AMD A6 Micro-6500T APU,"1,146",4.5,Laptop,4,AMD Radeon Graphics
AMD A6 PRO-7050B APU,971,17.0,Laptop,2,AMD Radeon Graphics
AMD A6-1450 APU,"1,062",8.0,Laptop,4,AMD Radeon Graphics
AMD A6-3400M APU,"1,230",35.0,Laptop,4,AMD Radeon Graphics
AMD A6-3410MX APU,"1,274",45.0,Laptop,4,AMD Radeon Graphics
AMD A6-3420M APU,"1,311",35.0,Laptop,4,AMD Radeon Graphics
AMD A6-3430MX APU,"1,389",45.0,Laptop,4,AMD Radeon Graphics
AMD A6-4400M APU,996,35.0,Laptop,1,AMD Radeon Graphics
AMD A6-4455M APU,811,17.0,Laptop,1,AMD Radeon Graphics
AMD A6-5200 APU,"1,659",25.0,Laptop,4,AMD Radeon HD 7540D
AMD A6-5345M APU,"1,122",17.0,Laptop,2,AMD Radeon HD 7540D
AMD A6-5350M APU,"1,207",35.0,Laptop,2,AMD Radeon HD 7540D
AMD A6-5357M APU,"1,219",35.0,Laptop,2,AMD Radeon HD 7540D
AMD A6-6310 APU,"1,671",15.0,Laptop,4,AMD Radeon HD 8470D
AMD A6-7000 ,"1,002",17.0,Laptop,2,AMD Radeon R4 Graphics
AMD A6-7310 APU,"1,751",25.0,Laptop,4,AMD Radeon R5 Graphics
AMD A6-8500P,"1,445",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9200,"1,149",10.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9210,"1,208",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9220,"1,320",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9220C,"1,053",6.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9220e,960,6.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9225,"1,335",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD A6-9400,"2,717",10.0,Laptop,2,AMD Radeon R5 Graphics
AMD A8 PRO-7150B APU,"1,541",19.0,Laptop,4,AMD Radeon Graphics
AMD A8-3500M APU,"1,391",35.0,Laptop,4,AMD Radeon Graphics
AMD A8-3510MX APU,"1,631",45.0,Laptop,4,AMD Radeon Graphics
AMD A8-3520M APU,"1,440",35.0,Laptop,4,AMD Radeon Graphics
AMD A8-3530MX APU,"1,608",45.0,Laptop,4,AMD Radeon Graphics
AMD A8-3550MX APU,"1,687",45.0,Laptop,4,AMD Radeon Graphics
AMD A8-4500M APU,"1,694",35.0,Laptop,2,AMD Radeon Graphics
AMD A8-4555M APU,"1,341",19.0,Laptop,2,AMD Radeon Graphics
AMD A8-5545M APU,"1,628",19.0,Laptop,4,AMD Radeon HD 7560D
AMD A8-5550M APU,"1,820",35.0,Laptop,4,AMD Radeon HD 7560D
AMD A8-5557M APU,"1,831",35.0,Laptop,4,AMD Radeon HD 7560D
AMD A8-6410 APU,"1,773",15.0,Laptop,4,AMD Radeon HD 8570D
AMD A8-7050,"1,062",15.0,Laptop,2,AMD Radeon R7 Graphics
AMD A8-7100 APU,"1,654",19.0,Laptop,4,AMD Radeon R7 Graphics
AMD A8-7200P,"2,158",35.0,Laptop,4,AMD Radeon R7 Graphics
AMD A8-7410 APU,"1,815",25.0,Laptop,4,AMD Radeon R7 Graphics
AMD A8-7680,"3,526",45.0,Laptop,4,AMD Radeon R7 Graphics
AMD A8-8600P,"2,464",15.0,Laptop,2,AMD Radeon R6 Graphics
AMD A9-9400,"1,291",10.0,Laptop,2,AMD Radeon Graphics
AMD A9-9410,"1,546",25.0,Laptop,2,AMD Radeon Graphics
AMD A9-9420,"1,534",15.0,Laptop,2,AMD Radeon Graphics
AMD A9-9420e,"1,093",6.0,Laptop,2,AMD Radeon Graphics
AMD A9-9425,"1,523",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 220GE,"4,444",35.0,Laptop,2,AMD Radeon Vega 3 Graphics
AMD Athlon 300U,"3,833",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 64 X2 QL-60,655,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 64 X2 QL-62,525,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 64 X2 QL-64,618,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 64 X2 QL-65,664,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 64 X2 QL-66,641,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon 64 X2 QL-67,582,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Gold 3150U,"3,904",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Gold 7220U,"4,900",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Gold PRO 4150GE,"8,259",35.0,Laptop,4,AMD Radeon Graphics
AMD Athlon II Dual-Core M300,670,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II Dual-Core M320,770,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II Dual-Core M340,807,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II N330 Dual-Core,665,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II N350 Dual-Core,856,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II N370 Dual-Core,899,35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II Neo K125,315,12.0,Laptop,1,AMD Radeon Graphics
AMD Athlon II Neo K145,298,12.0,Laptop,1,AMD Radeon Graphics
AMD Athlon II Neo K325 Dual-Core,439,12.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II Neo K345 Dual-Core,527,12.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II Neo N36L Dual-Core,487,12.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II P320 Dual-Core,714,25.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II P340 Dual-Core,727,25.0,Laptop,2,AMD Radeon Graphics
AMD Athlon II P360 Dual-Core,760,25.0,Laptop,2,AMD Radeon Graphics
AMD Athlon PRO 300U,"4,080",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon PRO 3045B,"2,770",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Silver 3050C,"2,879",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Silver 3050e,"2,990",6.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Silver 3050GE,"4,545",35.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Silver 3050U,"2,947",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon Silver 7120U,"3,036",15.0,Laptop,2,AMD Radeon Graphics
AMD Athlon X2 Dual Core L310,343,13.0,Laptop,2,AMD Radeon Graphics
AMD C-30,178,9.0,Laptop,1,AMD Radeon Graphics
AMD C-50,262,9.0,Laptop,2,AMD Radeon Graphics
AMD E-240,195,18.0,Laptop,1,AMD Radeon Graphics
AMD E-300 APU,336,18.0,Laptop,2,AMD Radeon Graphics
AMD E-450 APU,439,18.0,Laptop,2,AMD Radeon Graphics
AMD E1 Micro-6200T APU,600,3.95,Laptop,2,AMD Radeon R2 Graphics
AMD E1-1200 APU,380,18.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-1500 APU,385,18.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-2100 APU,408,9.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-2200 APU,474,9.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-2500 APU,593,15.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-6010 APU,542,10.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-6015 APU,584,10.0,Laptop,2,AMD Radeon R2 Graphics
AMD E1-7010 APU,613,10.0,Laptop,2,AMD Radeon R2 Graphics
AMD E2-2000 APU,496,18.0,Laptop,2,AMD Radeon Graphics
AMD E2-3000 APU,743,15.0,Laptop,2,AMD Radeon Graphics
AMD E2-3000M APU,668,35.0,Laptop,2,AMD Radeon Graphics
AMD E2-3800 APU,"1,136",15.0,Laptop,4,AMD Radeon Graphics
AMD E2-6110 APU,"1,233",15.0,Laptop,4,AMD Radeon Graphics
AMD E2-7015,611,10.0,Laptop,2,AMD Radeon R2 Graphics
AMD E2-7015 APU,654,10.0,Laptop,2,AMD Radeon R2 Graphics
AMD E2-7110 APU,"1,492",15.0,Laptop,4,AMD Radeon R2 Graphics
AMD E2-9000,958,10.0,Laptop,2,AMD Radeon R2 Graphics
AMD E2-9000e,883,6.0,Laptop,2,AMD Radeon R2 Graphics
AMD E2-9010,"1,073",15.0,Laptop,2,AMD Radeon R2 Graphics
AMD FX-7500 APU,"1,927",19.0,Laptop,4,AMD Radeon Graphics
AMD FX-7600P,"2,557",35.0,Laptop,4,AMD Radeon Graphics
AMD FX-7600P APU,"2,856",35.0,Laptop,4,AMD Radeon Graphics
AMD FX-8800P,"2,837",35.0,Laptop,2,AMD Radeon Graphics
AMD FX-9800P,"2,465",15.0,Laptop,4,AMD Radeon Graphics
AMD FX-9830P,"3,307",35.0,Laptop,4,AMD Radeon Graphics
AMD G-T40E,289,6.4,Laptop,2,AMD Radeon Graphics
AMD G-T40N,299,9.0,Laptop,2,AMD Radeon Graphics
AMD G-T40R,120,5.5,Laptop,1,AMD Radeon Graphics
AMD G-T44R,116,9.0,Laptop,1,AMD Radeon Graphics
AMD G-T48E,423,18.0,Laptop,2,AMD Radeon Graphics
AMD G-T52R,177,18.0,Laptop,1,AMD Radeon Graphics
AMD G-T56E,442,18.0,Laptop,2,AMD Radeon Graphics
AMD G-T56N,484,18.0,Laptop,2,AMD Radeon Graphics
AMD GX-210JA SOC,248,6.0,Laptop,2,AMD Radeon Graphics
AMD GX-212JC SOC ,636,6.0,Laptop,2,AMD Radeon R2E Graphics
AMD GX-217GA SOC,794,15.0,Laptop,2,AMD Radeon Graphics
AMD GX-218GL SOC,754,15.0,Laptop,2,AMD Radeon Graphics
AMD GX-412HC,"1,095",7.0,Laptop,4,AMD Radeon Graphics
AMD GX-415GA SOC,"1,407",15.0,Laptop,4,AMD Radeon Graphics
AMD GX-420CA SOC,"1,785",25.0,Laptop,4,AMD Radeon Graphics
AMD GX-420MC SOC,"1,796",17.5,Laptop,4,AMD Radeon Graphics
AMD GX-424CC SOC,"1,819",25.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II N620 Dual-Core,992,35.0,Laptop,2,AMD Radeon Graphics
AMD Phenom II N640 Dual-Core,"1,135",35.0,Laptop,2,AMD Radeon Graphics
AMD Phenom II N660 Dual-Core,"1,083",35.0,Laptop,2,AMD Radeon Graphics
AMD Phenom II N830 3+1,"1,768",35.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II N830 Triple-Core,"1,249",35.0,Laptop,3,AMD Radeon Graphics
AMD Phenom II N850 Triple-Core,"1,318",35.0,Laptop,3,AMD Radeon Graphics
AMD Phenom II N870 Triple-Core,"1,324",35.0,Laptop,3,AMD Radeon Graphics
AMD Phenom II N930 Quad-Core,"1,580",35.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II N950 Quad-Core,"1,616",35.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II N970 Quad-Core,"1,728",35.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II P650 Dual-Core,"1,018",35.0,Laptop,2,AMD Radeon Graphics
AMD Phenom II P820 Triple-Core,"1,125",25.0,Laptop,3,AMD Radeon Graphics
AMD Phenom II P840 Triple-Core,"1,079",35.0,Laptop,3,AMD Radeon Graphics
AMD Phenom II P860 Triple-Core,"1,250",35.0,Laptop,3,AMD Radeon Graphics
AMD Phenom II P920 Quad-Core,"1,006",25.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II P940 Quad-Core,"1,319",35.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II P960 Quad-Core,"1,424",35.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II X620 Dual-Core,"1,262",45.0,Laptop,2,AMD Radeon Graphics
AMD Phenom II X920 Quad-Core,"1,669",45.0,Laptop,4,AMD Radeon Graphics
AMD Phenom II X940 Quad-Core,"1,797",45.0,Laptop,4,AMD Radeon Graphics
AMD PRO A10-8700B,"2,164",15.0,Laptop,2,AMD Radeon R6 Graphics
AMD PRO A10-8730B,"2,311",15.0,Laptop,4,AMD Radeon R6 Graphics
AMD PRO A10-9700B,"2,530",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD PRO A12-8800B,"2,667",15.0,Laptop,2,AMD Radeon Graphics
AMD PRO A12-8830B,"2,626",15.0,Laptop,4,AMD Radeon Graphics
AMD PRO A12-9800B,"2,705",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD PRO A4-3350B APU,"1,764",15.0,Laptop,4,AMD Radeon Graphics
AMD PRO A4-4350B,"1,073",15.0,Laptop,2,AMD Radeon Graphics
AMD PRO A6-7350B,"1,299",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD PRO A6-8500B,"1,592",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD PRO A6-8530B,"1,246",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD PRO A6-9500B,"1,363",15.0,Laptop,2,AMD Radeon R5 Graphics
AMD PRO A8-8600B,"2,203",15.0,Laptop,4,AMD Radeon R6 Graphics
AMD PRO A8-9600B,"2,209",15.0,Laptop,4,AMD Radeon R7 Graphics
AMD QC-4000,"1,155",15.0,Laptop,4,AMD Radeon Graphics
AMD R-260H APU,954,17.0,Laptop,2,AMD Radeon Graphics
AMD R-460L APU,"1,538",25.0,Laptop,4,AMD Radeon Graphics
AMD RX-427BB,"2,669",35.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 2200U,"3,649",15.0,Laptop,2,AMD Radeon Vega 3 Graphics
AMD Ryzen 3 2300U,"5,484",15.0,Laptop,4,AMD Radeon Vega 6 Graphics
AMD Ryzen 3 3200U,"3,732",15.0,Laptop,2,AMD Radeon Vega 3 Graphics
AMD Ryzen 3 3250U,"3,705",15.0,Laptop,2,AMD Radeon Vega 3 Graphics
AMD Ryzen 3 3300U,"5,687",15.0,Laptop,4,AMD Radeon Vega 6 Graphics
AMD Ryzen 3 3350U,"5,732",15.0,Laptop,4,AMD Radeon Vega 6 Graphics
AMD Ryzen 3 4300U,"7,325",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 5300U,"9,404",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 5400U,"11,007",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 5425U,"11,260",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 7320C,"8,193",15.0,Laptop,4,AMD Radeon 610M
AMD Ryzen 3 7320U,"8,590",15.0,Laptop,4,AMD Radeon 610M
AMD Ryzen 3 7330U,"10,448",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 7440U,"13,100",28.0,Laptop,4,AMD Radeon 740M
AMD Ryzen 3 PRO 2300U,"5,631",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 3 PRO 3200GE,"6,797",35.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 3 PRO 3300U,"5,801",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 3 PRO 4200GE,"10,930",35.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 PRO 4450U,"9,440",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 PRO 5450U,"10,803",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 PRO 5475U,"11,141",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 3 PRO 7330U,"12,413",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 5 2500U,"6,498",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 2600H,"8,002",45.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 3450U,"6,535",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 3500C,"5,786",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 3500U,"6,828",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 3550H,"7,677",35.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 3550U,"7,681",15.0,Laptop,4,AMD Radeon Vega 8 Graphics
AMD Ryzen 5 3580U,"7,139",15.0,Laptop,4,AMD Radeon Vega 9 Graphics
AMD Ryzen 5 4500U,"10,692",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 4600H,"14,172",45.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 4600HS,"14,349",35.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 4600U,"13,035",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 5500H,"11,442",45.0,Laptop,4,
AMD Ryzen 5 5500U,"12,715",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 5560U,"15,205",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 5600H,"16,492",45.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 5600U,"15,034",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 5625U,"14,654",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 6600H,"18,456",45.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 6600HS Creator Edition,"17,708",35.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 6600U,"16,924",25.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 7430U,"15,882",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 7520U,"9,025",15.0,Laptop,4,AMD Radeon 610M
AMD Ryzen 5 7530U,"15,267",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 7533HS,"15,249",54.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 7535H,"14,065",35.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 7535HS,"17,777",35.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 7535U,"16,858",28.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 7540U,"18,627",28.0,Laptop,6,AMD Radeon 740M
AMD Ryzen 5 7545U,"20,247",28.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 7640HS,"22,849",54.0,Laptop,6,AMD Radeon 760M
AMD Ryzen 5 7640U,"20,717",28.0,Laptop,6,AMD Radeon 760M
AMD Ryzen 5 7645HX,"26,097",55.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 Microsoft Surface Edition,"7,243",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 5 PRO 215,"17,969",28.0,Laptop,6,AMD Radeon 600M Graphics
AMD Ryzen 5 PRO 2500U,"6,612",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 5 PRO 3500U,"6,937",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 5 PRO 4400GE,"14,795",35.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 4500U,"12,117",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 4650U,"12,063",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 5650U,"14,187",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 5675U,"14,159",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 6650H,"18,244",45.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 PRO 6650U,"16,194",28.0,Laptop,6,AMD Radeon 660M
AMD Ryzen 5 PRO 7530U,"14,030",15.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 Pro 7535U,"16,067",28.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 7540U,"17,475",30.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 5 PRO 7640HS,"22,188",54.0,Laptop,6,AMD Radeon 760M
AMD Ryzen 5 PRO 8640U,"22,373",28.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 7 255,"29,730",28.0,Laptop,8,AMD Radeon 600M Graphics
AMD Ryzen 7 2700U,"6,825",15.0,Laptop,4,AMD Radeon Vega 10 Graphics
AMD Ryzen 7 2800H,"8,170",45.0,Laptop,4,AMD Radeon Vega 11 Graphics
AMD Ryzen 7 3700U,"7,035",15.0,Laptop,4,AMD Radeon Vega 10 Graphics
AMD Ryzen 7 3750H,"7,975",35.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 7 3780U,"7,483",15.0,Laptop,4,AMD Radeon Vega 11 Graphics
AMD Ryzen 7 4700U,"13,157",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 4800H,"18,021",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 4800HS,"18,025",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 4800U,"16,411",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 4850U Mobile,"17,110",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 4980U Microsoft Surface Edition,"17,469",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5700U,"15,486",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5800H,"20,643",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5800HS,"19,476",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5800HS Creator Edition,"17,636",35.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5800U,"18,050",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 5825U,"17,993",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 6800H,"22,874",45.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6800HS,"22,603",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6800HS Creator Edition,"21,400",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6800U,"20,768",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 6810U,"22,741",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7445HS,"19,057",35.0,Laptop,6,AMD Radeon Graphics
AMD Ryzen 7 7700G,"32,432",65.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7730U,"17,612",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7735H,"23,509",54.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 7735HS,"22,721",54.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 7735U,"20,495",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 7736U,"21,696",28.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7745HX,"32,490",55.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7840H,"27,816",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 7840HS,"28,487",54.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 7840S,"23,290",54.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 7840U,"24,502",30.0,Laptop,8,AMD Radeon 780M
AMD Ryzen 7 8745H,"29,422",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 Extreme Edition,"16,329",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 H 250,"24,508",45.0,Laptop,8,AMD Radeon 610M Graphics
AMD Ryzen 7 H 260,"29,321",45.0,Laptop,8,AMD Radeon 610M Graphics
AMD Ryzen 7 PRO 250,"21,384",28.0,Laptop,8,AMD Radeon 600M Graphics
AMD Ryzen 7 PRO 2700U,"7,007",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 7 PRO 3700U,"7,187",15.0,Laptop,4,AMD Radeon Graphics
AMD Ryzen 7 PRO 4750U,"14,736",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 5800H,"19,461",45.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 5850U,"16,775",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 5875U,"16,668",15.0,Laptop,8,AMD Radeon Graphics
AMD Ryzen 7 PRO 6850H,"23,428",45.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 6850HS,"22,322",35.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 6850U,"20,473",28.0,Laptop,8,AMD Radeon 680M
AMD Ryzen 7 PRO 6860Z,"20,084",28.0,Laptop,8,AMD Radeon 680M
